#F MShellConstants.dat
#U00 References:
#U01 M.H. Chen, B. Crasemann, H. Mark 
#U02      Relativistic M-shell radiationless transitions
#U03      Physical Review A volume 21 number 2 (1980) 449-453.
#U04 M.H. Chen, B. Crasemann, H. Mark 
#U05      Radiationless transitions to atomic M1,2,3 shells:
#U06      Results of relativistic theory
#U07      Physical Review A volume 27 number 6 (1983) 2989-2994.
#U08 Widths are given in eV
#U09
#U10 According to the last reference, Coster-Kronig transitions are highly
#U11 overestimated. That can be appreciated on TABLE I of the reference where
#U12 the sum of Coster-Kronig and fluorescence probabilities is more than one.
#U13 Because of that, this file takes the Coster-Kronig transition probabilities
#U14 from the EPDL97 library for Z < 83 while keeping the fluorescence yields for
#U15 compatibility reasons. The EPDL97 reference is:
#U16
#U17 D.E. Cullen, et al., "Tables and Graphs of Atomic Subshell and 
#U18 Relaxation Data Derived from the LLNL Evaluated Atomic Data Library
#U19 (EADL), Z = 1 - 100," Lawrence Livermore National Laboratory, UCRL-50400,
#U20  Vol. 30, October 1991
#U21

#S 1 M1 x-ray data
#N 7
#L Z  f12  f13  f14  f15  omegaM1  gammaM1
1  0  0  0  0  0  0  
2  0  0  0  0  0  0  
3  0  0  0  0  0  0  
4  0  0  0  0  0  0  
5  0  0  0  0  0  0  
6  0  0  0  0  0  0  
7  0  0  0  0  0  0  
8  0  0  0  0  0  0  
9  0  0  0  0  0  0  
10  0  0  0  0  0  0  
11  0  0  0  0  0  0  
12  0  0  0  0  0  0  
13  0  0  0  0  0  0  
14  0  0  0  0  0  0  
15  0  0  0  0  0  0  
16  0  0  0  0  0  0  
17  0  0  0  0  0  0  
18  0  0  0  0  0  0  
19  0  0  0  0  0  0  
20  0  0  0  0  0  0  
21  0  0  0  0  0  0  
22  0  0  0  0  0  0  
23  0  0  0  0  0  0  
24  0  0  0  0  0  0  
25  0  0  0  0  0  0  
26  0  0  0  0  0  0  
27  0  0  0  0  0  0  
28  0  0  0  0  0  0  
29  0  0  0  0  0  0  
30  0  0  0  0  0  0  
31  0  0  0  0  0  0  
32  0  0  0  0  0  0  
33  0  0  0  0  0  0  
34  0  0  0  0  0  0  
35  0  0  0  0  0  0  
36  0  0  0  0  0  0  
37  0  0  0  0  0  0  
38  0  0  0  0  0  0  
39  0  0  0  0  0  0  
40  0  0  0  0  0  0  
41  0  0  0  0  0  0  
42  0  0  0  0  0  0  
43  0  0  0  0  0  0  
44  0  0  0  0  0  0  
45  0  0  0  0  0  0  
46  0  0  0  0  0  0  
47  0  0  0  0  0  0  
48  0  0  0  0  0  0  
49  0  0  0  0  0  0  
50  2.9198E-01  4.2624E-01  5.6177E-02  8.0645E-02  1.7507E-04 0
51  2.9451E-01  4.2718E-01  5.5923E-02  8.0133E-02  1.9747E-04 0
52  2.9271E-01  4.2860E-01  5.6954E-02  8.1460E-02  2.2625E-04 0
53  2.7653E-01  4.3513E-01  6.1110E-02  8.7306E-02  2.6922E-04 0
54  2.3950E-01  4.3833E-01  7.5698E-02  1.0800E-01  3.6657E-04 0
55  2.4382E-01  4.3842E-01  7.5539E-02  1.0757E-01  4.1086E-04 0
56  2.4520E-01  4.3943E-01  7.6035E-02  1.0807E-01  4.5989E-04 0
57  2.4645E-01  4.4049E-01  7.6450E-02  1.0852E-01  5.1262E-04 0
58  2.5276E-01  4.4444E-01  7.3374E-02  1.0408E-01  5.2602E-04 0
59  2.5664E-01  4.4724E-01  7.1866E-02  1.0186E-01  5.5839E-04 0
60  2.5940E-01  4.5044E-01  7.0546E-02  9.9876E-02  5.9208E-04 0
61  2.6148E-01  4.5311E-01  6.9662E-02  9.8577E-02  6.2929E-04 0
62  2.6246E-01  4.5610E-01  6.8974E-02  9.7522E-02  6.6834E-04 0
63  2.6255E-01  4.5979E-01  6.8380E-02  9.6603E-02  7.0907E-04 0
64  2.6147E-01  4.6310E-01  6.9057E-02  9.5677E-02  7.7361E-04 0
65  2.6104E-01  4.6754E-01  6.7370E-02  9.5008E-02  7.9611E-04 0
66  2.5917E-01  4.7198E-01  6.7033E-02  9.4440E-02  8.4314E-04 0
67  2.5686E-01  4.7683E-01  6.6684E-02  9.3795E-02  0.00099  15.66
68  2.5355E-01  4.8241E-01  6.6487E-02  9.3477E-02  0.0010533  16.037
69  2.4889E-01  4.8885E-01  6.6501E-02  9.3330E-02  0.0011167  16.413
70  2.4568E-01  4.9467E-01  6.6256E-02  9.2932E-02  0.00118  16.79
71  2.2489E-01  5.1268E-01  6.8405E-02  9.5615E-02  0.0012925  16.797
72  1.9344E-01  5.3799E-01  7.1570E-02  9.9976E-02  0.001405  16.805
73  1.4999E-01  5.7291E-01  7.6090E-02  1.0625E-01  0.0015175  16.813
74  1.2833E-01  5.9048E-01  7.8422E-02  1.0943E-01  0.00163  16.82
75  1.2860E-01  5.9132E-01  7.8704E-02  1.0963E-01  0.0017575  17.063
